number,E,index,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,displ_Bi,displ_Fe,displ_O,norm,min_d
2609,-9999.0,POSCAR35208,0.0,0.0,0.0,-0.45,0.0,0.43,-0.98,0.0,0.0,0.0,0.37,0.0,0.0,0.0,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.643,0.166,0.915,1.662,1.857
2610,-9999.0,POSCAR35211,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.64,-0.44,0.0,0.4,0.0,0.0,0.0,0.333,0.07,0.475,1.156,1.894
2611,-9999.0,POSCAR35217,0.0,0.0,0.0,0.0,0.36,0.0,0.62,0.0,-0.89,0.0,0.0,0.0,0.0,0.0,-0.51,-0.26,0.0,0.0,0.0,0.0,0.0,0.487,0.053,0.414,1.278,1.867
2612,-9999.0,POSCAR35218,0.0,0.0,0.0,0.75,-0.24,0.0,0.0,0.0,0.0,0.52,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.571,0.031,0.557,1.123,1.835
2613,-9999.0,POSCAR35226,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.16,-1.17,0.22,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.023,1.077,1.484,1.865
2614,-9999.0,POSCAR35233,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.48,0.0,0.0,-0.07,0.12,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938,0.069,0.737,1.524,1.878
2615,-9999.0,POSCAR35243,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,-0.27,0.0,0.36,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.741,0.193,0.591,1.297,1.879
2616,-9999.0,POSCAR35258,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.95,0.18,0.0,0.0,0.0,0.0,-0.38,0.238,0.02,0.864,1.083,1.902
2617,-9999.0,POSCAR35269,0.0,-0.65,0.0,0.0,0.45,-0.69,0.0,0.0,0.13,-0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.146,0.682,1.241,1.84
2618,-9999.0,POSCAR35272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.93,0.0,0.0,-1.0,-0.21,-0.08,0.0,0.0,0.0,0.0,-0.4,0.144,0.021,0.797,1.441,1.874
2619,-9999.0,POSCAR35309,0.0,0.0,0.0,0.0,0.24,0.0,0.0,-0.17,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,-0.22,0.0,0.0,0.0,0.488,0.045,0.413,0.82,1.893
2620,-9999.0,POSCAR35311,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,-1.03,0.63,0.0,0.601,0.253,0.586,1.345,1.839
2621,-9999.0,POSCAR35347,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.73,0.0,0.68,0.0,0.0,0.0,0.0,0.0,-0.15,0.206,0.008,0.881,1.271,1.907
2622,-9999.0,POSCAR35357,0.0,-0.89,0.0,-0.15,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.31,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543,0.01,0.654,1.08,1.832
2623,-9999.0,POSCAR35369,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,-0.2,0.59,0.21,0.0,0.0,0.0,0.0,0.818,0.004,0.548,1.313,1.826
2624,-9999.0,POSCAR35375,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,0.0,0.0,0.0,0.0,0.0,-0.91,-0.51,0.0,0.0,0.0,-0.12,0.0,0.0,0.421,0.044,0.635,1.175,1.879
2625,-9999.0,POSCAR35393,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.26,-0.33,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,0.499,0.021,0.275,0.933,1.936
2626,-9999.0,POSCAR35399,-0.54,0.0,0.0,-0.07,-0.17,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684,0.056,0.564,0.928,1.829
2627,-9999.0,POSCAR35424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26,0.0,0.0,0.0,-1.02,-0.06,0.0,0.59,0.0,0.0,0.0,0.0,-0.31,0.0,0.332,0.094,0.774,1.247,1.875
2628,-9999.0,POSCAR35430,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.08,-1.08,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,-0.51,0.578,0.036,0.899,1.347,1.858
2629,-9999.0,POSCAR35447,0.0,0.0,-0.06,0.0,-0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.09,0.0,0.0,0.0,-0.36,0.0,0.0,0.61,0.044,0.465,1.136,1.805
2630,-9999.0,POSCAR35475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.11,0.0,-0.5,0.0,-0.73,0.0,0.645,0.199,0.443,0.948,1.842
2631,-9999.0,POSCAR35482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.55,0.0,0.0,0.0,-0.1,0.76,0.0,0.0,0.0,0.0,0.0,0.34,0.409,0.055,0.995,1.072,1.888
2632,-9999.0,POSCAR35485,-0.15,-0.07,0.0,0.0,-0.32,-1.12,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354,0.163,0.399,1.487,1.886
2633,-9999.0,POSCAR35492,-0.58,0.0,0.0,-0.14,0.84,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723,0.069,0.411,1.181,1.84
2634,-9999.0,POSCAR35499,0.0,0.0,0.0,-0.21,0.0,0.0,0.55,0.0,0.0,-1.04,0.0,0.0,0.0,0.0,-0.67,0.13,0.0,0.0,0.0,0.0,0.0,0.599,0.123,1.08,1.376,1.886
2635,-9999.0,POSCAR35506,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.82,0.0,0.57,0.0,0.0,-0.42,0.32,0.0,0.0,0.372,0.083,0.659,1.135,1.81
2636,-9999.0,POSCAR35507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,0.0,0.25,0.0,-0.49,-0.31,0.0,0.0,0.76,0.0,0.0,0.0,0.415,0.133,0.523,1.09,1.828
2637,-9999.0,POSCAR35510,0.0,-0.4,0.0,0.39,0.0,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.01,0.0,0.25,0.0,0.0,0.0,0.0,0.616,0.123,0.947,1.303,1.838
2638,-9999.0,POSCAR35540,0.11,-0.06,0.0,0.0,0.37,0.0,0.0,0.0,0.0,-0.96,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.64,1.328,1.976
2639,-9999.0,POSCAR35547,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.2,0.0,-0.13,0.0,0.0,0.467,0.054,0.519,0.641,1.854
2640,-9999.0,POSCAR35552,0.0,0.0,0.0,-0.26,0.0,0.0,0.0,-0.21,0.14,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.31,0.0,0.0,0.0,0.0,0.401,0.021,0.529,0.872,1.915
2641,-9999.0,POSCAR35583,0.0,0.0,0.0,-0.25,-0.96,0.0,0.0,0.0,0.15,0.76,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853,0.022,0.453,1.261,1.853
2642,-9999.0,POSCAR35595,0.0,0.0,0.0,0.0,0.0,-0.55,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.24,0.0,0.0,0.63,0.604,0.105,0.627,1.215,1.865
2643,-9999.0,POSCAR35597,0.0,0.0,0.0,0.34,0.0,0.12,0.0,0.0,0.0,0.0,0.0,-0.35,-1.01,0.0,0.0,0.0,0.0,0.0,-0.89,0.0,0.0,0.684,0.111,0.655,1.437,1.804
2644,-9999.0,POSCAR35625,0.0,0.0,0.0,0.0,0.0,0.25,0.09,0.0,-1.18,1.13,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.801,0.118,1.393,1.786,1.815
2645,-9999.0,POSCAR35628,0.0,0.11,0.0,0.0,0.0,-0.57,0.61,0.0,0.0,0.0,0.0,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.785,0.157,0.495,1.336,1.9
2646,-9999.0,POSCAR35639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,-0.68,0.0,-0.68,-0.92,-0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.023,0.769,1.408,1.935
2647,-9999.0,POSCAR35644,0.0,0.0,0.52,0.0,0.27,0.0,-0.88,0.0,0.0,-0.69,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118,0.197,0.867,1.528,1.824
2648,-9999.0,POSCAR35670,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.33,0.482,0.054,0.683,0.817,1.846
2649,-9999.0,POSCAR35677,0.0,0.0,0.0,0.0,-0.28,0.32,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,-0.13,0.0,0.0,0.0,0.0,0.347,0.025,0.492,0.936,1.91
2650,-9999.0,POSCAR35686,0.0,0.0,0.0,0.0,0.0,0.0,0.68,-0.61,0.0,0.0,0.0,-0.33,0.0,0.0,0.0,-0.12,0.0,-0.09,0.0,0.0,0.0,0.471,0.118,0.458,0.983,1.875
2651,-9999.0,POSCAR35732,0.0,-0.27,0.0,0.5,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.016,0.448,0.81,1.894
2652,-9999.0,POSCAR35746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.26,0.0,0.0,0.0,0.0,-0.87,0.0,-0.48,0.0,0.0,-0.24,0.0,0.0,0.508,0.08,0.68,1.094,1.905
2653,-9999.0,POSCAR35829,0.0,0.0,0.0,0.0,0.0,-0.27,0.73,0.0,0.0,-1.02,0.0,0.0,0.0,0.0,-0.29,0.0,0.06,0.0,0.0,0.0,0.0,0.516,0.128,0.801,1.317,1.915
2654,-9999.0,POSCAR35846,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.33,-0.19,1.18,0.0,0.0,-0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.052,0.712,1.332,1.92
2655,-9999.0,POSCAR35863,0.0,-0.48,0.0,0.0,0.0,0.0,-0.38,0.0,0.0,0.92,-0.14,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.085,0.824,1.3,1.881
2656,-9999.0,POSCAR35870,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.47,0.0,0.35,0.35,0.0,0.0,0.0,0.578,0.198,0.527,0.933,1.853
2657,-9999.0,POSCAR35877,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.58,-0.07,-0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.82,0.279,0.906,1.475,1.803
2658,-9999.0,POSCAR35905,0.0,0.0,-0.23,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,-0.35,0.0,0.0,0.5,0.0,0.591,0.147,0.356,0.774,1.839
2659,-9999.0,POSCAR35909,0.0,0.0,0.0,0.0,0.57,0.43,0.0,0.0,-0.56,0.0,-0.71,0.0,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635,0.07,0.335,1.268,1.885
2660,-9999.0,POSCAR35911,0.0,0.0,0.0,0.31,0.0,0.0,0.52,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,-0.45,0.0,0.0,0.404,0.08,0.409,1.004,1.897
2661,-9999.0,POSCAR35913,0.0,0.0,-0.34,0.4,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.624,0.135,0.563,1.27,1.858
2662,-9999.0,POSCAR35915,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,1.01,0.0,-0.05,-0.34,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.289,0.034,0.597,1.154,1.926
2663,-9999.0,POSCAR35937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.65,-0.73,0.0,-0.77,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.44,0.309,0.044,0.638,1.345,1.893
2664,-9999.0,POSCAR35945,0.61,0.0,0.0,0.0,0.6,0.0,0.0,0.25,-0.75,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.074,0.087,0.88,1.609,1.818
2665,-9999.0,POSCAR35946,0.0,0.0,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,-0.7,0.0,0.4,0.0,0.0,0.0,-0.24,0.0,0.0,0.272,0.029,0.68,1.257,1.856
2666,-9999.0,POSCAR35955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.77,0.0,0.38,0.0,0.48,0.0,0.14,0.0,0.0,-0.54,0.298,0.051,0.808,1.131,1.863
2667,-9999.0,POSCAR35972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.94,-0.44,-0.81,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733,1.582,1.942
2668,-9999.0,POSCAR36003,0.0,0.0,0.0,0.0,0.0,-0.72,0.0,0.0,0.64,0.23,0.0,0.0,0.0,0.0,0.0,0.7,0.56,0.0,0.0,0.0,0.0,0.733,0.126,0.669,1.336,1.824
2669,-9999.0,POSCAR36011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.74,-0.16,0.0,0.12,0.0,0.0,0.299,0.035,0.798,1.184,1.87
2670,-9999.0,POSCAR36014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47,0.26,0.0,0.0,0.34,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.65,0.719,0.097,0.668,0.943,1.842
2671,-9999.0,POSCAR36026,0.0,0.0,0.0,0.12,0.0,0.0,-1.07,0.0,0.19,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.88,0.222,0.585,1.299,1.846
2672,-9999.0,POSCAR36027,0.78,0.0,-0.38,0.0,0.0,0.0,0.15,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.498,0.035,0.535,1.138,1.828
2673,-9999.0,POSCAR36047,0.0,0.29,0.0,0.0,-0.99,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,-0.63,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.758,0.0,0.429,1.456,1.912
2674,-9999.0,POSCAR36054,0.0,-0.33,0.0,0.0,0.0,0.0,-0.85,0.0,0.84,0.0,0.0,0.0,0.0,0.34,0.0,0.0,-0.29,0.0,0.0,0.0,0.0,0.288,0.11,0.668,1.318,1.855
2675,-9999.0,POSCAR36062,0.0,0.0,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.41,0.95,0.0,-0.44,0.0,0.0,0.0,0.0,0.279,0.0,0.506,1.135,1.938
2676,-9999.0,POSCAR36071,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,-0.43,0.0,0.81,0.39,0.0,0.0,0.0,0.0,0.316,0.005,0.781,1.122,1.824
2677,-9999.0,POSCAR36075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,0.0,0.0,-0.29,0.27,0.0,-0.13,0.0,0.0,-0.92,0.0,0.0,0.64,0.112,0.537,1.051,1.904
2678,-9999.0,POSCAR36085,0.0,-0.73,0.0,0.0,1.13,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.71,0.57,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.03,0.636,1.638,1.829
2679,-9999.0,POSCAR36101,0.0,0.86,0.0,0.0,-0.47,0.0,-0.38,0.0,0.0,-1.14,0.0,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,0.0,0.0,0.0,0.792,0.085,0.86,1.604,1.878
2680,-9999.0,POSCAR36135,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,-0.08,0.68,0.38,0.0,0.0,0.0,0.0,0.0,0.462,0.039,0.746,0.973,1.813
2681,-9999.0,POSCAR36159,0.0,-0.86,0.37,-0.45,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619,0.017,0.381,1.071,1.848
2682,-9999.0,POSCAR36162,-0.08,0.0,0.0,0.0,-1.08,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,-0.08,1.175,0.203,0.859,1.309,1.837
2683,-9999.0,POSCAR36168,0.0,0.65,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.07,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,0.499,0.029,0.892,1.499,1.821
2684,-9999.0,POSCAR36172,0.5,-0.8,0.0,0.14,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,0.0,0.633,0.209,0.494,1.235,1.834
2685,-9999.0,POSCAR36186,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,0.33,0.0,0.0,-0.69,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,-0.76,0.0,0.624,0.204,0.654,1.1,1.835
2686,-9999.0,POSCAR36200,0.0,-1.04,0.0,0.0,-0.82,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.07,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.0,0.873,1.669,1.835
2687,-9999.0,POSCAR36228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.34,0.3,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.8,0.396,0.041,0.537,0.939,1.873
2688,-9999.0,POSCAR36239,0.08,0.0,0.0,0.0,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.63,-0.17,0.0,0.0,0.0,0.484,0.081,0.743,1.219,1.886
2689,-9999.0,POSCAR36265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,-0.41,0.0,0.0,0.0,0.0,0.0,-0.44,0.24,-0.61,0.0,0.39,0.168,0.724,1.369,1.853
2690,-9999.0,POSCAR36270,0.0,0.0,0.0,0.0,0.0,0.0,-0.83,0.0,0.0,0.27,0.0,0.0,0.0,0.0,1.07,0.18,0.0,0.0,-0.18,0.0,0.0,0.764,0.187,1.022,1.404,1.871
2691,-9999.0,POSCAR36272,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,1.1,0.0,0.0,-0.36,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.42,0.199,0.034,0.833,1.262,1.912
2692,-9999.0,POSCAR36288,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,-0.93,0.0,0.0,-0.41,-0.78,0.0,0.19,0.0,0.0,0.0,0.0,0.324,0.0,0.658,1.356,1.833
2693,-9999.0,POSCAR36292,0.0,0.0,-0.58,-0.34,-0.35,0.0,0.0,0.0,0.0,-0.96,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591,0.0,0.707,1.29,1.809
2694,-9999.0,POSCAR36305,0.66,0.0,0.0,0.0,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.58,0.601,0.03,0.543,1.336,1.843
2695,-9999.0,POSCAR36332,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,-1.18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,-0.64,0.385,0.163,0.8,1.774,1.843
2696,-9999.0,POSCAR36336,0.0,-0.4,0.0,-0.32,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.76,0.051,0.461,1.149,1.84
2697,-9999.0,POSCAR36362,0.0,0.0,0.0,0.0,0.0,-0.85,1.2,0.71,-0.4,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622,0.168,0.694,1.853,1.893
2698,-9999.0,POSCAR36365,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,-0.96,0.0,0.09,0.0,0.0,0.15,0.0,0.37,0.098,0.762,1.185,1.883
2699,-9999.0,POSCAR36372,0.0,0.0,0.0,0.24,-0.43,0.0,0.0,0.0,0.0,0.0,-0.45,-0.07,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.136,0.907,1.936
2700,-9999.0,POSCAR36373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.41,-0.74,-0.15,0.38,0.0,0.0,0.0,0.312,0.067,0.653,0.965,1.912
2701,-9999.0,POSCAR36414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.84,0.0,0.99,0.17,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878,0.147,0.619,1.745,1.808
2702,-9999.0,POSCAR36416,0.92,-1.1,0.0,0.0,0.0,0.0,0.22,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,-1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.497,0.042,1.06,1.867,1.839
2703,-9999.0,POSCAR36436,0.0,0.0,0.0,0.0,0.0,0.67,0.49,-0.64,0.0,-0.76,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,0.183,0.672,1.315,1.922
2704,-9999.0,POSCAR36441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,-0.57,0.07,0.0,0.0,0.0,0.0,1.04,0.0,0.72,0.0,0.0,0.0,0.0,0.592,0.062,0.788,1.494,1.884
2705,-9999.0,POSCAR36445,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.94,0.72,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,0.211,0.017,0.691,1.29,1.875
2706,-9999.0,POSCAR36450,0.0,0.68,-0.49,0.0,0.55,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.616,0.042,0.417,1.019,1.843
2707,-9999.0,POSCAR36484,0.0,0.0,0.16,-0.2,0.0,0.0,-0.51,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.521,0.124,0.548,1.061,1.88
2708,-9999.0,POSCAR36502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,-0.39,0.0,0.6,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.025,0.466,1.173,1.927
2709,-9999.0,POSCAR36505,0.0,0.23,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.054,1.014,1.169,1.91
2710,-9999.0,POSCAR36510,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.59,-0.97,0.0,0.29,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.177,0.001,0.443,1.206,1.944
2711,-9999.0,POSCAR36520,0.0,0.0,-0.47,0.0,0.0,0.0,1.04,-0.08,0.0,-0.19,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.024,0.228,0.518,1.191,1.818
2712,-9999.0,POSCAR36533,0.0,-0.32,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.97,0.0,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,0.225,0.005,0.761,1.273,1.907
2713,-9999.0,POSCAR36536,0.0,0.3,0.0,-0.16,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.609,0.021,0.412,0.877,1.895
2714,-9999.0,POSCAR36543,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-1.03,0.0,0.0,0.0,-0.83,0.0,0.12,0.0,0.0,0.0,0.222,0.022,1.03,1.36,1.831
2715,-9999.0,POSCAR36554,0.41,0.25,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,-1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,1.089,1.369,1.853
2716,-9999.0,POSCAR36565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.71,0.73,0.0,-0.15,0.0,0.65,0.0,0.0,0.48,0.08,0.385,1.223,1.91
2717,-9999.0,POSCAR36608,0.0,-0.39,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.06,0.0,0.0,-0.93,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1.047,0.227,0.573,1.366,1.817
2718,-9999.0,POSCAR36619,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.85,-0.23,0.0,0.0,-0.17,0.0,0.0,0.0,0.417,0.03,0.912,1.204,1.848
2719,-9999.0,POSCAR36630,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,-0.25,-0.85,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.481,0.016,0.686,1.141,1.845
2720,-9999.0,POSCAR36647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.59,0.0,0.0,-0.45,0.0,0.0,0.0,0.11,0.92,0.0,0.0,0.656,0.116,0.586,1.191,1.816
