number,E,index,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,displ_Bi,displ_Fe,displ_O,norm,min_d
653,-9999.0,POSCAR98008,0.0,0.61,-0.81,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.04,-0.4,0.0,-0.72,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.8,1.686,1.816
654,-9999.0,POSCAR98150,0.0,0.0,0.0,0.0,-0.31,0.0,0.0,-0.64,0.62,-0.32,-0.36,0.0,-0.17,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518,0.07,0.86,1.522,1.898
655,-9999.0,POSCAR98298,0.0,0.29,0.0,0.0,0.0,-0.17,-1.13,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-0.13,-0.31,0.0,0.0,0.0,0.0,0.39,0.359,0.188,0.69,1.732,1.831
656,-9999.0,POSCAR98301,0.0,0.0,0.37,0.0,0.0,-0.79,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,-0.19,0.48,-0.15,0.0,0.0,0.494,0.129,0.871,1.697,1.832
657,-9999.0,POSCAR98956,0.0,0.0,0.0,0.45,0.0,-0.21,0.0,0.0,0.0,0.0,0.8,-0.42,0.6,0.0,0.0,0.47,0.0,0.0,0.71,0.0,0.0,0.687,0.101,0.664,1.466,1.802
658,-9999.0,POSCAR99244,0.0,0.56,0.0,0.0,0.0,0.12,1.02,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,-0.48,0.0,0.0,0.21,0.42,0.0,0.0,0.648,0.224,0.703,1.484,1.813
659,-9999.0,POSCAR99904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,-0.46,0.0,-0.44,-0.48,0.0,0.42,0.0,-0.33,0.0,0.0,-0.24,0.235,0.058,0.799,1.235,1.892
660,-9999.0,POSCAR99906,-0.49,0.15,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.88,-0.82,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.2,0.539,0.07,0.891,1.619,1.815
661,-9999.0,POSCAR99934,0.0,0.0,0.0,0.71,0.0,-0.71,0.0,1.16,-0.71,0.0,0.0,0.0,-0.13,0.0,0.84,0.19,0.0,0.0,0.0,0.0,0.0,0.688,0.107,0.691,1.902,1.868
662,-9999.0,POSCAR100057,0.0,0.0,0.0,0.24,0.0,-0.6,0.0,0.0,0.74,0.0,0.44,-0.2,0.45,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.716,0.132,0.444,1.391,1.835
663,-9999.0,POSCAR100135,-0.55,0.0,-0.15,-0.26,0.33,0.0,0.0,0.0,0.0,0.0,-0.53,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,0.49,0.026,0.48,1.16,1.862
664,-9999.0,POSCAR100317,0.0,0.0,0.0,0.0,0.17,0.83,0.81,-0.99,-0.65,0.0,0.0,0.0,0.0,-0.81,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,0.316,0.194,1.007,1.861,1.845
665,-9999.0,POSCAR100347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,-1.08,-0.73,0.0,-0.97,-0.35,-1.13,0.0,0.0,-0.32,0.0,0.0,0.0,0.448,0.056,1.052,2.07,1.827
666,-9999.0,POSCAR100383,0.51,0.3,-0.48,0.0,0.0,0.0,0.0,0.24,0.0,0.0,1.04,0.0,0.71,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406,0.035,0.844,1.841,1.844
667,-9999.0,POSCAR100436,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,-0.57,-0.47,0.0,0.0,0.55,0.83,-0.65,0.0,0.683,0.237,0.5,1.438,1.82
668,-9999.0,POSCAR100627,0.0,-0.12,0.0,0.0,0.0,0.29,0.0,0.88,-0.73,0.0,-0.85,-0.27,-0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732,0.139,0.582,1.715,1.845
669,-9999.0,POSCAR101216,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,0.0,-0.4,0.69,-0.6,0.0,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.444,0.045,0.521,1.204,1.875
670,-9999.0,POSCAR101232,-0.19,0.0,0.0,0.0,0.22,-0.25,0.45,0.0,0.0,-1.15,0.0,0.0,-0.61,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.311,0.073,1.05,1.592,1.906
671,-9999.0,POSCAR101344,-0.17,0.0,0.0,0.0,0.0,-1.0,0.56,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.74,0.0,0.0,0.11,0.0,-0.48,0.0,0.503,0.129,0.665,1.656,1.86
672,-9999.0,POSCAR101360,-0.16,0.21,0.0,0.42,-1.08,-0.34,-0.75,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098,0.229,0.831,1.879,1.818
673,-9999.0,POSCAR101441,0.0,-0.34,0.0,0.48,-0.49,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,0.84,0.0,0.0,0.0,0.0,-0.1,0.0,0.607,0.143,1.02,1.362,1.873
674,-9999.0,POSCAR101453,0.0,0.19,0.0,0.0,0.0,0.0,0.91,-0.53,-0.59,0.0,0.0,-0.18,-0.67,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346,0.117,0.643,1.479,1.868
675,-9999.0,POSCAR101543,0.0,0.0,0.0,0.0,0.0,0.21,0.26,0.0,0.0,-0.49,0.0,0.0,0.33,0.84,0.94,0.0,0.0,0.0,0.0,0.0,-0.38,0.508,0.116,0.783,1.481,1.852
676,-9999.0,POSCAR101611,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.49,-1.05,-1.15,0.0,0.0,0.0,-0.13,0.0,0.0,0.0,0.42,0.554,0.022,1.086,2.081,1.809
677,-9999.0,POSCAR101816,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.37,-0.79,0.0,-1.18,0.0,-1.07,-0.16,0.0,-0.29,0.0,0.0,0.0,0.0,0.0,0.551,0.085,0.468,1.855,1.845
678,-9999.0,POSCAR102063,0.0,0.0,0.35,0.19,0.0,0.0,0.0,0.0,0.27,-0.75,0.0,0.14,0.0,-1.13,-0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.039,0.903,1.752,1.869
679,-9999.0,POSCAR102113,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.41,-0.08,0.0,0.0,1.0,0.51,0.0,0.0,0.0,0.33,0.0,0.0,-0.53,0.0,0.453,0.146,0.576,1.47,1.894
680,-9999.0,POSCAR102151,0.0,0.0,0.0,0.0,0.51,0.0,0.17,-0.33,0.0,0.0,0.0,0.0,-0.67,1.11,0.46,-0.19,0.0,0.0,0.0,0.0,0.0,0.436,0.034,0.815,1.525,1.831
681,-9999.0,POSCAR102796,-0.16,0.43,0.0,0.45,-0.48,0.0,0.0,0.0,0.0,0.0,-1.13,0.0,0.0,1.09,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.354,0.0,0.755,1.81,1.877
682,-9999.0,POSCAR102814,0.0,0.0,0.18,-0.8,0.56,0.0,0.86,0.0,-0.81,0.17,0.0,0.0,0.0,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.366,0.115,0.529,1.625,1.883
683,-9999.0,POSCAR102897,0.0,0.0,0.0,0.0,0.0,-0.82,0.0,0.7,0.26,1.18,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.37,-0.06,0.0,0.3,0.116,1.089,1.771,1.825
684,-9999.0,POSCAR103070,0.38,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,0.0,-0.49,-0.73,0.0,-0.13,-0.57,0.0,0.0,0.0,0.0,0.0,0.456,0.004,0.67,1.281,1.827
685,-9999.0,POSCAR103316,-0.15,0.57,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,1.0,0.0,0.62,0.0,0.0,-0.72,0.0,0.0,0.0,-0.11,0.0,0.445,0.038,0.641,1.523,1.85
686,-9999.0,POSCAR103361,-0.11,-0.56,0.0,0.0,0.22,0.0,0.42,0.0,0.0,0.0,0.0,0.0,-0.53,0.0,1.07,0.37,0.0,0.0,0.0,0.0,0.0,0.574,0.094,1.023,1.454,1.802
687,-9999.0,POSCAR103416,0.0,0.09,0.0,0.0,0.0,-0.24,0.0,0.97,-0.79,0.0,-0.44,0.0,0.0,0.7,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.081,0.671,1.557,1.886
688,-9999.0,POSCAR103551,0.0,0.0,0.0,-0.19,0.0,0.32,-0.91,0.0,0.0,-0.33,0.0,0.0,0.0,0.56,-0.25,0.0,0.0,-0.52,0.0,0.0,0.0,0.722,0.218,0.826,1.312,1.819
689,-9999.0,POSCAR103569,0.0,0.0,0.34,0.0,0.0,0.0,-0.57,0.23,0.0,-0.25,1.08,-0.81,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.601,0.113,0.837,1.615,1.81
690,-9999.0,POSCAR103878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61,0.0,-0.72,-0.76,0.18,0.0,0.0,0.0,-0.41,0.95,-0.41,0.0,0.629,0.219,0.695,1.655,1.862
691,-9999.0,POSCAR103970,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.76,0.64,0.0,0.82,0.18,-0.39,0.0,0.11,0.0,0.0,0.0,0.0,0.365,0.083,0.685,1.412,1.91
692,-9999.0,POSCAR104121,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,-0.45,0.87,0.16,-1.18,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.0,0.0,0.493,0.154,0.902,1.683,1.886
693,-9999.0,POSCAR104199,0.0,0.1,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.52,0.0,0.0,0.0,1.04,0.0,0.13,0.0,0.0,0.49,-0.54,0.0,0.573,0.172,0.888,1.503,1.875
694,-9999.0,POSCAR104296,0.0,0.0,0.39,0.19,0.0,0.0,-0.35,0.0,0.2,0.0,-0.67,-0.73,-1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.059,0.485,1.629,1.87
695,-9999.0,POSCAR104466,0.0,0.0,0.0,0.0,0.23,-0.73,0.0,0.46,0.0,0.0,-0.48,0.46,0.53,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.119,0.563,1.331,1.909
696,-9999.0,POSCAR104480,0.0,-0.36,0.0,0.0,0.0,-0.58,0.59,-0.2,0.0,0.0,-0.3,0.48,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524,0.114,0.764,1.573,1.843
697,-9999.0,POSCAR104579,0.0,0.0,0.0,0.0,0.0,0.0,-0.65,0.49,0.54,0.0,0.0,0.0,0.0,-0.95,0.59,-0.36,0.29,0.0,0.0,0.0,0.0,0.511,0.069,0.951,1.555,1.896
698,-9999.0,POSCAR104599,-0.81,0.47,0.0,0.0,0.31,0.0,-0.38,0.0,0.0,0.0,0.41,0.0,0.6,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.085,0.853,1.496,1.859
699,-9999.0,POSCAR104615,0.0,0.56,0.0,0.0,-0.44,0.0,0.11,0.53,0.0,0.58,0.0,0.0,0.0,-1.05,-1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.546,0.096,1.135,1.834,1.89
700,-9999.0,POSCAR104684,-0.27,0.0,0.0,-0.56,0.0,-0.74,0.0,0.0,1.08,0.0,0.0,0.0,0.0,-0.99,-0.07,0.0,0.0,0.45,0.0,0.0,0.0,0.986,0.124,0.988,1.813,1.802
701,-9999.0,POSCAR104926,0.0,0.91,0.0,0.36,0.0,0.0,0.0,0.0,0.0,-0.42,-0.6,-0.18,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,0.0,0.681,0.086,0.641,1.451,1.805
702,-9999.0,POSCAR104978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,-0.33,0.0,-1.2,0.89,0.0,0.0,1.09,-0.14,0.0,0.31,0.0,0.0,0.0,0.295,0.055,0.975,1.916,1.824
703,-9999.0,POSCAR105287,0.0,0.0,0.0,0.25,0.0,-0.69,0.79,0.0,0.0,0.0,-0.88,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.41,-0.46,0.0,0.572,0.156,1.028,1.72,1.82
704,-9999.0,POSCAR105666,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,-0.62,0.87,0.0,0.8,0.5,0.0,0.0,0.0,0.71,0.11,0.0,0.661,0.131,0.667,1.638,1.834
705,-9999.0,POSCAR105910,-0.53,0.0,0.0,-0.47,0.5,0.0,0.0,0.61,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.22,-0.29,0.0,0.0,0.0,0.0,0.885,0.067,0.552,1.271,1.829
706,-9999.0,POSCAR105952,0.29,0.0,0.0,0.0,0.0,0.97,0.0,-0.53,-0.63,0.0,0.0,0.41,0.0,0.0,-0.27,-0.19,0.0,0.0,0.0,0.0,0.0,0.438,0.131,0.596,1.407,1.838
707,-9999.0,POSCAR106138,0.0,0.0,0.0,-0.73,0.46,0.48,-1.06,0.0,0.83,-0.67,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635,0.112,0.79,1.957,1.898
708,-9999.0,POSCAR106321,0.0,0.0,0.0,0.0,-0.3,0.0,0.37,0.0,0.0,-0.4,-0.45,-0.53,0.0,-0.32,0.0,0.0,0.0,0.0,0.0,-0.31,0.0,0.541,0.083,0.67,1.034,1.814
709,-9999.0,POSCAR106332,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,-0.62,-0.45,0.46,-0.41,0.0,0.0,0.29,0.0,0.0,0.0,0.325,0.051,0.809,1.157,1.855
710,-9999.0,POSCAR106401,0.0,0.0,-0.34,-0.7,1.13,0.0,0.0,0.0,0.0,-0.42,0.54,0.0,0.25,0.0,0.0,0.0,0.0,-0.61,0.0,0.0,0.0,0.691,0.107,0.671,1.669,1.849
711,-9999.0,POSCAR106409,-0.22,0.0,0.0,0.0,0.0,-0.73,0.0,0.0,0.77,-0.05,0.0,0.0,0.0,-1.08,0.0,0.0,0.0,0.0,0.31,-0.5,0.0,0.54,0.174,1.036,1.64,1.876
712,-9999.0,POSCAR106649,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,-0.97,0.54,0.0,0.0,0.0,0.0,-0.07,0.0,-1.02,0.53,0.0,0.659,0.23,0.616,1.683,1.807
713,-9999.0,POSCAR106884,-0.96,0.83,0.0,0.0,0.0,0.0,-0.39,0.12,0.0,-0.54,0.0,-0.26,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.08,1.138,1.711,1.818
714,-9999.0,POSCAR106995,0.0,0.0,0.0,0.14,0.0,-1.02,0.54,0.38,0.0,-0.85,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.08,0.49,0.14,0.998,1.67,1.89
715,-9999.0,POSCAR107242,0.0,0.0,0.0,-0.64,0.25,0.0,1.13,0.0,-0.91,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,0.38,0.0,-0.2,0.561,0.179,0.557,1.712,1.857
716,-9999.0,POSCAR107451,0.0,0.0,0.0,0.0,0.0,0.41,-0.88,0.38,0.0,0.0,0.29,0.0,0.0,1.17,0.0,-0.17,0.0,-0.49,0.0,0.0,0.0,0.663,0.17,0.793,1.676,1.854
717,-9999.0,POSCAR107512,0.0,0.0,0.0,0.0,-0.23,0.0,1.1,0.0,0.0,0.65,1.02,0.0,0.92,-0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.147,0.247,1.022,2.118,1.822
718,-9999.0,POSCAR107712,0.0,0.0,-0.16,0.0,0.1,0.0,0.61,0.31,-0.66,0.59,-0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.097,0.599,1.406,1.917
719,-9999.0,POSCAR107848,0.0,0.0,-0.07,0.0,0.0,0.0,1.04,0.0,-1.09,-0.64,0.0,0.0,0.0,-0.74,0.0,0.17,0.0,0.0,0.0,0.0,-0.46,0.303,0.148,1.347,1.863,1.867
720,-9999.0,POSCAR108013,-0.13,0.0,0.0,0.0,0.0,-1.07,0.81,0.67,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,0.0,-0.5,0.0,0.0,0.675,0.149,0.425,1.608,1.854
721,-9999.0,POSCAR108129,0.0,0.0,0.07,0.0,-0.98,0.0,0.0,0.0,0.0,0.19,-1.11,1.12,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.15,0.0,0.643,0.04,0.779,1.993,1.836
722,-9999.0,POSCAR108198,0.0,0.0,0.0,0.0,0.0,-0.44,0.0,0.23,0.94,0.0,0.0,0.29,0.42,0.0,-0.95,0.0,0.13,0.0,0.0,0.0,0.0,0.73,0.101,0.792,1.52,1.82
723,-9999.0,POSCAR108436,0.0,0.23,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,-0.61,0.0,-0.45,1.14,0.97,0.0,-0.24,0.0,0.0,0.0,0.0,0.29,0.022,0.679,1.713,1.907
724,-9999.0,POSCAR108493,0.0,0.0,0.0,-0.33,0.0,0.9,0.0,-0.78,0.0,0.65,0.0,0.84,0.0,-0.44,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.127,0.965,1.724,1.916
725,-9999.0,POSCAR108662,-0.24,0.0,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,-0.56,-0.69,0.0,0.0,0.0,0.8,0.0,0.0,-0.52,0.81,0.0,0.403,0.217,1.135,1.56,1.837
726,-9999.0,POSCAR108993,0.0,0.0,0.0,0.0,0.0,0.81,0.38,-0.73,0.0,0.0,0.0,0.0,0.3,0.58,0.0,0.0,-0.22,0.0,-0.27,0.0,0.0,0.521,0.185,0.671,1.372,1.904
727,-9999.0,POSCAR109282,0.0,0.0,0.0,0.0,0.0,-0.79,0.0,0.75,0.58,0.0,0.0,0.0,0.15,0.84,-0.39,0.32,0.0,0.0,0.0,0.0,0.0,0.516,0.076,0.877,1.583,1.852
728,-9999.0,POSCAR109369,-0.33,0.0,0.0,0.71,-0.57,0.0,0.0,0.0,0.0,-0.63,0.68,0.0,0.97,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.0,1.012,1.884,1.907
729,-9999.0,POSCAR109381,0.0,0.0,0.0,0.63,-1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.83,0.0,0.0,0.13,0.0,0.0,-0.83,0.27,0.0,0.731,0.137,0.55,1.768,1.845
730,-9999.0,POSCAR109430,0.0,0.0,0.0,0.84,-0.84,0.23,0.0,-0.07,0.0,-0.88,0.0,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.52,0.101,0.632,1.576,1.814
731,-9999.0,POSCAR109624,0.0,0.0,0.0,0.17,0.0,-0.89,0.0,0.74,0.0,0.0,1.02,-0.58,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.261,0.127,0.569,2.033,1.904
732,-9999.0,POSCAR109752,0.0,0.0,0.0,0.0,-0.3,0.96,0.0,-0.84,0.61,0.0,0.61,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.898,0.184,0.692,1.712,1.822
733,-9999.0,POSCAR109829,0.57,0.0,0.0,-0.18,0.0,0.83,0.37,0.0,-0.9,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.56,0.183,0.896,1.598,1.803
734,-9999.0,POSCAR109976,0.0,0.0,0.0,0.0,0.0,-0.64,0.92,0.0,-0.48,0.57,-0.73,0.0,0.0,0.0,-0.09,0.0,0.0,-0.13,0.0,0.0,0.0,0.451,0.125,0.642,1.539,1.898
735,-9999.0,POSCAR110028,0.0,0.0,0.0,0.0,0.0,0.17,0.72,-0.61,0.0,-0.4,-1.15,0.0,-0.58,-0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.148,1.015,1.874,1.899
736,-9999.0,POSCAR110369,0.2,0.0,0.0,0.0,0.0,0.33,-0.59,0.0,0.0,0.0,-0.78,0.0,-0.88,0.0,-0.46,0.0,0.53,0.0,0.0,0.0,0.0,0.563,0.096,0.535,1.54,1.889
737,-9999.0,POSCAR111051,0.0,-0.87,0.64,0.34,-0.27,0.42,0.0,0.0,0.0,0.58,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499,0.094,0.798,1.536,1.818
738,-9999.0,POSCAR111262,0.0,0.0,0.0,0.0,-0.28,0.0,0.42,0.0,-0.59,-0.83,0.0,0.0,0.0,-1.06,0.0,0.0,0.39,0.0,0.0,0.0,-0.35,0.539,0.053,1.329,1.64,1.828
739,-9999.0,POSCAR111531,0.0,0.0,0.0,0.0,0.69,0.0,-1.19,0.0,-0.08,0.0,-1.0,0.0,-0.68,-0.82,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,1.558,0.278,0.862,2.009,1.808
740,-9999.0,POSCAR111581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.4,0.99,0.0,0.11,0.0,0.61,1.04,0.0,0.0,0.0,0.0,0.15,0.0,0.285,0.044,0.951,1.67,1.913
741,-9999.0,POSCAR111586,0.0,0.0,0.0,0.0,0.0,0.7,-0.74,0.0,0.0,0.0,0.0,0.81,-0.51,-0.53,-0.25,0.0,0.0,0.0,-0.5,0.0,0.0,0.597,0.138,0.882,1.596,1.862
742,-9999.0,POSCAR111665,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,-0.06,-0.87,0.0,1.05,1.17,0.0,0.0,0.0,0.0,0.22,0.0,0.0,-0.28,0.396,0.052,0.81,1.878,1.902
743,-9999.0,POSCAR111808,0.0,0.0,0.0,0.0,0.0,0.0,0.28,-0.5,0.0,0.0,0.64,-0.33,0.25,-1.2,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.311,0.052,0.796,1.547,1.933
744,-9999.0,POSCAR111820,0.0,-0.26,0.0,0.0,0.0,-0.85,-0.52,1.1,0.0,0.0,0.18,0.0,0.0,0.68,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0.186,0.79,1.967,1.883
745,-9999.0,POSCAR111829,0.0,0.0,-0.45,0.0,0.4,0.0,1.15,0.0,-0.8,0.47,0.15,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.581,0.181,0.65,1.652,1.821
746,-9999.0,POSCAR112043,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,-0.67,-0.58,0.72,0.0,0.0,-0.74,0.0,-0.3,0.0,0.0,0.0,-0.1,0.689,0.005,0.919,1.646,1.868
747,-9999.0,POSCAR112105,0.0,0.29,-0.64,0.62,0.0,0.26,-0.19,0.0,0.0,-0.34,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.474,0.041,0.524,1.183,1.809
748,-9999.0,POSCAR112188,0.0,-0.87,0.0,0.29,0.0,0.0,0.53,0.0,-0.23,-0.18,0.0,0.0,0.0,-0.9,0.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.638,0.097,0.87,1.458,1.803
749,-9999.0,POSCAR112193,-0.06,0.0,0.0,0.0,0.0,0.56,-0.53,-0.69,0.48,-0.79,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.052,0.596,1.49,1.927
750,-9999.0,POSCAR112370,0.0,0.0,0.18,0.0,0.0,1.14,-0.92,0.0,0.13,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,-0.54,0.42,0.0,0.75,0.219,0.566,1.739,1.812
751,-9999.0,POSCAR112386,0.49,0.0,0.0,0.0,0.0,0.33,0.21,-0.72,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,-0.59,0.0,0.472,0.169,0.439,1.208,1.827
752,-9999.0,POSCAR112565,0.0,0.4,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,-1.12,0.0,1.1,0.64,0.0,0.0,0.47,0.29,0.0,0.0,0.0,0.0,0.308,0.003,0.859,1.832,1.919
753,-9999.0,POSCAR112636,0.44,-0.3,0.0,0.32,-0.69,0.0,0.0,-0.25,0.0,0.0,0.85,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459,0.036,0.303,1.481,1.871
754,-9999.0,POSCAR112721,-0.69,0.05,0.0,0.0,0.0,1.03,-0.9,-0.33,0.35,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681,0.143,0.804,1.97,1.872
755,-9999.0,POSCAR112838,0.0,0.0,0.0,-0.39,0.86,0.0,0.0,0.0,0.0,0.0,-0.13,0.0,-0.45,0.47,-0.95,0.0,0.21,0.0,0.0,0.0,0.0,0.452,0.0,0.985,1.51,1.904
756,-9999.0,POSCAR112890,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.79,-0.41,-0.16,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.652,0.064,0.758,1.385,1.828
757,-9999.0,POSCAR113113,-0.08,0.0,0.0,0.0,0.9,0.0,0.92,0.0,-0.91,0.0,-0.53,0.63,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.802,0.119,0.683,1.805,1.824
758,-9999.0,POSCAR113214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.6,0.0,0.49,1.05,0.49,0.0,0.0,-0.57,0.0,0.32,0.0,0.368,0.108,0.627,1.542,1.807
759,-9999.0,POSCAR113505,-0.49,0.0,0.32,0.0,0.0,0.0,0.0,-0.72,0.47,0.91,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.51,0.0,0.664,0.17,0.862,1.484,1.821
760,-9999.0,POSCAR114081,0.0,0.45,0.0,0.44,-1.06,0.0,-0.56,0.0,0.46,0.0,0.0,0.0,0.0,-0.47,0.0,0.0,0.0,-0.12,0.0,0.0,0.0,0.799,0.097,0.569,1.51,1.804
761,-9999.0,POSCAR114101,0.0,-0.26,0.0,0.0,0.0,0.0,0.68,0.15,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,0.43,0.44,0.928,0.247,0.468,1.509,1.851
762,-9999.0,POSCAR114109,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.63,0.83,0.0,0.95,0.27,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.553,0.068,0.717,1.612,1.826
763,-9999.0,POSCAR114172,0.0,0.0,0.0,0.0,0.0,-1.14,0.1,1.12,0.0,0.0,-0.62,0.0,-0.79,-0.7,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,0.276,0.133,0.841,2.044,1.888
764,-9999.0,POSCAR114186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-0.75,-0.28,-0.9,0.0,-1.18,0.0,-0.5,0.11,0.0,0.0,0.0,0.0,0.0,0.779,0.128,0.75,1.771,1.838
