number,E,index,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,displ_Bi,displ_Fe,displ_O,norm,min_d
554,-32.750914210625,POSCAR29922,0.0,0.15,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,-0.39,0.77,-0.5,0.0,0.0,0.28,0.0,0.0,0.367,0.067,0.869,1.079,1.908
555,-32.485940245625,POSCAR29931,0.0,0.0,0.0,0.0,0.0,-0.96,-0.64,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.78,-0.24,0.0,0.0,0.0,0.27,0.0,0.677,0.232,0.702,1.861,1.861
556,-32.397357136875,POSCAR29965,0.0,0.0,-0.25,0.0,0.0,1.0,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,-0.48,0.0,0.5,0.0,0.0,0.0,-0.41,0.0,0.69,0.191,0.583,1.362,1.828
557,-32.070644343125,POSCAR30038,-0.6,0.0,0.0,-0.61,1.08,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,-1.09,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.668,0.042,0.824,1.786,1.881
558,-32.853287270625,POSCAR30144,0.0,0.0,-0.4,0.0,-0.2,0.0,0.0,0.0,0.0,-0.27,-0.69,0.0,0.0,-0.87,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.334,0.042,0.805,1.25,1.865
559,-32.91366152,POSCAR30279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.74,0.0,0.63,0.46,0.0,0.0,0.0,0.0,0.22,0.0,0.0,-0.31,0.586,0.117,0.691,1.222,1.808
560,-32.88127136875,POSCAR30346,0.0,0.0,0.0,0.31,0.0,-0.69,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.24,-0.6,0.0,0.0,0.0,-0.25,0.0,0.481,0.102,0.5,1.391,1.894
561,-32.62220772125,POSCAR30370,0.0,0.0,0.0,0.0,0.0,-0.66,-0.34,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.33,0.59,0.506,0.203,0.659,1.591,1.807
562,-31.88113837125,POSCAR30406,0.0,0.0,0.0,-0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.27,0.0,0.0,0.0,0.0,-0.1,0.41,-0.97,0.0,0.762,0.26,0.528,1.45,1.838
563,-32.948243533125,POSCAR30480,0.0,0.37,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.53,-0.72,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.43,0.0,0.0,0.43,0.068,0.63,1.08,1.819
564,-32.597185486875,POSCAR30481,-0.32,0.77,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.58,0.005,0.7,1.402,1.862
565,-32.23374962625,POSCAR30487,0.0,0.0,0.0,0.0,-0.22,0.0,0.0,0.0,0.0,-0.42,-0.28,1.08,0.0,0.0,0.0,0.74,0.53,0.0,0.0,0.0,0.0,0.427,0.005,0.917,1.516,1.824
566,-32.558422895,POSCAR30550,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,-0.6,-0.94,0.0,0.0,1.02,0.0,0.0,-0.3,0.0,0.23,0.0,0.0,0.0,0.201,0.12,0.844,1.688,1.822
567,-32.761266575,POSCAR30557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,0.0,0.0,0.0,0.0,0.0,-0.38,-0.59,0.0,0.12,-0.21,0.0,-0.38,0.622,0.072,0.565,0.983,1.858
568,-32.462528490625,POSCAR30627,0.0,-0.43,0.0,0.0,0.0,0.0,0.67,-0.55,0.0,0.0,0.0,0.0,0.0,-0.18,0.96,0.0,0.0,0.0,0.0,0.13,0.0,0.595,0.15,0.905,1.381,1.866
569,-32.92225120125,POSCAR30649,-0.73,0.35,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,-0.28,0.0,0.0,0.0,0.0,-0.51,0.418,0.027,0.603,1.087,1.869
570,-32.950805466875,POSCAR30660,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-0.31,0.0,-0.21,0.0,0.69,0.0,0.0,0.0,-0.31,0.0,0.0,0.43,0.0,0.0,0.511,0.067,0.705,0.98,1.888
571,-32.82713527625,POSCAR30675,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.21,0.45,0.0,0.0,0.24,0.0,-0.63,0.0,-0.39,0.0,0.0,0.0,0.394,0.068,0.611,0.957,1.857
572,-32.706330675625,POSCAR30759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,-0.25,0.0,0.0,0.0,-0.69,-0.68,0.0,-0.11,0.0,0.0,-0.4,0.0,0.602,0.112,0.656,1.233,1.847
573,-32.852661193125,POSCAR30901,0.0,0.0,0.0,0.0,0.26,0.65,0.0,-0.83,0.0,0.0,0.0,-0.53,0.0,0.0,0.0,-0.6,-0.28,0.0,0.0,0.0,0.0,0.459,0.066,0.679,1.378,1.907
574,-32.305618179375,POSCAR30957,-0.65,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.21,-1.03,0.0,0.0,0.0,-0.22,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.571,0.057,0.865,1.311,1.817
575,-32.780008420625,POSCAR31007,0.0,0.11,-0.12,0.0,0.0,0.0,0.0,-0.56,0.65,0.62,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.514,0.068,0.596,1.237,1.86
576,-32.959581284375,POSCAR31030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.99,1.16,-0.93,-0.56,0.0,0.0,0.0,0.21,-0.17,0.0,0.0,0.165,0.042,0.76,1.891,1.879
577,-32.655451025625,POSCAR31155,-0.64,0.0,0.0,0.0,0.0,1.06,0.0,-1.08,0.0,0.0,-0.28,0.0,-0.49,0.0,0.0,0.0,0.0,0.0,-0.54,0.0,0.0,0.552,0.149,0.59,1.819,1.82
578,-33.029371750625,POSCAR31172,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,-0.75,0.0,0.0,-0.27,0.0,-0.83,0.0,0.17,0.0,0.0,0.0,0.0,-0.29,0.316,0.166,0.939,1.568,1.917
579,-32.335625434375,POSCAR31195,0.0,0.49,-0.42,0.0,-0.28,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,-0.62,0.0,0.0,0.0,0.0,0.0,0.905,0.186,0.649,1.285,1.811
580,-32.91808813625,POSCAR31233,0.0,0.0,0.53,0.0,0.0,0.0,0.11,0.25,0.0,-0.5,0.0,0.31,0.0,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.056,0.759,1.008,1.836
581,-32.06226376875,POSCAR31254,0.0,0.0,0.0,0.89,-1.2,0.0,0.0,0.41,0.0,0.0,-0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,-0.68,0.0,0.7,0.201,0.659,1.883,1.85
582,-32.69490770625,POSCAR31255,-0.31,0.0,0.0,0.0,0.0,0.0,-1.05,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.12,0.0,0.0,0.17,0.527,0.187,0.609,1.448,1.819
583,-32.8112963225,POSCAR31322,-0.6,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.29,0.0,0.0,-0.2,0.0,0.0,0.43,0.0,0.511,0.115,0.628,1.136,1.818
584,-32.66574513875,POSCAR31371,0.0,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.65,-0.79,0.0,0.0,0.0,0.0,0.0,0.28,-0.85,-0.21,0.505,0.227,0.692,1.438,1.815
585,-32.6573588975,POSCAR31455,-0.13,0.0,0.0,0.0,-0.7,0.0,0.0,0.23,0.0,0.52,0.0,0.0,0.0,-0.3,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.651,0.033,0.746,1.055,1.901
586,-32.688886905,POSCAR31512,0.0,0.0,0.0,0.17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.74,0.0,0.0,0.22,0.0,0.0,-1.12,0.86,0.0,0.592,0.262,0.644,1.631,1.808
587,-31.8866117975,POSCAR31547,0.0,-0.77,0.0,0.0,0.0,0.0,-0.38,0.48,0.1,-0.54,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.054,1.338,1.547,1.805
588,-33.04602475,POSCAR31556,0.0,0.0,0.1,0.0,0.0,-0.1,-1.14,0.0,1.19,0.0,0.96,0.0,0.0,0.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.157,0.614,1.946,1.89
589,-33.26815082375,POSCAR31663,-0.4,0.96,-0.27,0.0,0.0,0.0,0.0,-0.18,0.0,-0.26,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,0.026,0.481,1.29,1.86
590,-32.87846604,POSCAR31681,0.0,0.0,0.0,0.0,0.25,-0.46,0.0,0.0,0.0,0.0,0.99,-0.97,0.0,-0.99,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.568,0.103,0.657,1.785,1.802
591,-32.753261056875,POSCAR31692,0.0,0.7,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.8,-0.28,0.0,0.0,0.42,0.0,0.0,0.0,0.38,0.074,0.876,1.211,1.834
592,-32.966919065625,POSCAR31806,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.53,0.0,0.53,0.0,0.0,-0.88,0.0,0.0,0.0,0.0,-0.43,0.34,0.0,0.456,0.141,0.756,1.283,1.849
593,-9999.0,POSCAR31830,0.0,0.0,0.0,0.0,1.18,0.0,-0.09,0.0,-0.15,0.94,0.0,0.0,0.0,0.0,0.54,0.0,-0.2,0.0,0.0,0.0,0.0,1.024,0.042,0.873,1.624,1.833
594,-32.42547157625,POSCAR31953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.72,0.0,0.0,0.25,-0.39,0.0,0.0,0.51,0.18,0.0,0.0,0.305,0.092,0.814,1.209,1.816
595,-32.225102883125,POSCAR31999,0.0,0.0,0.0,-0.66,0.98,0.0,0.0,0.0,0.0,0.0,1.18,-0.76,0.0,-0.9,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.44,0.0,0.618,2.045,1.83
596,-32.46587225125,POSCAR32000,0.0,0.0,0.0,-0.38,0.0,1.07,-0.43,-0.67,0.0,0.0,0.0,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,0.0,0.0,0.542,0.14,0.761,1.822,1.818
597,-32.753490285625,POSCAR32121,0.0,0.0,0.0,-0.63,0.8,0.0,-0.78,0.0,1.08,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.594,0.071,0.49,1.69,1.856
598,-32.6705879925,POSCAR32132,0.0,0.0,0.38,0.0,0.0,0.0,-1.15,0.0,0.52,0.36,0.0,-0.65,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689,0.208,0.558,1.519,1.85
599,-32.707904449375,POSCAR32137,0.0,0.0,0.0,-0.29,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,-0.77,0.0,-0.13,0.0,0.38,0.0,0.447,0.102,0.674,1.197,1.888
600,-31.90233742625,POSCAR32166,-1.04,0.0,0.34,0.0,0.0,0.94,-0.98,0.0,0.0,0.0,0.0,0.0,-0.15,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928,0.165,0.674,1.924,1.803
601,-32.66106544375,POSCAR32240,0.0,0.0,0.41,-0.63,0.66,0.32,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.592,0.072,0.632,1.265,1.82
602,-32.43860500875,POSCAR32420,0.0,0.0,-0.65,0.0,0.0,-0.58,-1.17,0.22,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.356,0.24,0.862,1.896,1.809
603,-33.0384523975,POSCAR32477,0.58,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.83,0.0,-0.14,0.0,0.0,0.0,-0.42,0.0,0.0,0.437,0.051,0.475,1.256,1.879
604,-32.57633011875,POSCAR32654,0.0,0.72,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,-0.27,0.0,0.79,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.363,0.0,1.024,1.188,1.841
605,-32.98629194625,POSCAR32668,0.0,0.0,-0.29,0.0,0.4,0.94,0.0,-0.9,0.21,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.139,0.545,1.491,1.886
606,-32.4429343675,POSCAR32670,-0.72,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,-0.44,-0.66,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.528,0.047,0.508,1.193,1.824
607,-32.741810198125,POSCAR32700,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.8,0.0,-0.13,0.0,-0.83,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,0.18,0.0,0.609,0.124,0.693,1.371,1.877
608,-32.9985057725,POSCAR32714,0.32,0.0,0.0,0.0,-0.35,0.15,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.118,0.759,0.941,1.868
609,-32.674162130625,POSCAR32817,0.0,-0.63,0.0,0.0,0.0,0.0,-0.72,0.0,0.77,0.63,0.0,-0.34,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.417,0.087,0.899,1.559,1.833
610,-32.581820926875,POSCAR32863,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,-1.05,0.0,0.0,0.0,-0.33,-0.43,0.0,-0.2,0.2,0.0,0.0,0.0,0.553,0.035,0.681,1.334,1.828
611,-32.9061052,POSCAR32984,0.0,0.0,0.0,0.0,0.0,-0.83,0.73,0.1,-0.51,0.0,0.0,0.0,0.0,0.18,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.521,0.125,0.487,1.414,1.889
612,-32.9189292825,POSCAR32989,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,0.77,-0.34,0.0,0.96,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,0.344,0.055,0.651,1.354,1.898
613,-32.396009358125,POSCAR33004,0.18,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.51,0.0,-0.24,0.0,-0.86,0.0,0.0,0.0,0.0,0.0,0.524,0.006,0.763,1.382,1.846
614,-32.1837308175,POSCAR33078,0.0,-1.01,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1.12,-0.18,0.92,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.653,0.0,0.66,1.825,1.801
615,-32.8777409675,POSCAR33107,0.0,0.0,-0.13,0.0,-0.7,0.0,0.0,0.0,0.0,0.45,-0.84,0.91,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.484,0.0,0.674,1.582,1.917
616,-32.60136016,POSCAR33143,0.0,0.0,0.14,-0.14,0.0,0.81,0.0,-1.13,-0.43,0.0,0.0,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589,0.07,0.656,1.508,1.812
617,-32.575233256875,POSCAR33149,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,-0.42,0.0,0.0,0.12,0.45,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.72,0.614,0.093,0.808,1.183,1.828
618,-32.781361991875,POSCAR33173,0.0,0.0,0.0,0.0,0.0,-1.0,0.78,0.0,0.0,0.0,0.28,0.35,0.07,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.665,0.159,0.746,1.374,1.881
619,-32.661009575,POSCAR33224,0.0,0.0,0.0,0.0,0.0,0.45,1.13,-0.74,-1.1,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,-0.19,0.0,0.0,0.0,0.347,0.169,0.859,1.944,1.829
620,-32.193256585,POSCAR33301,0.0,0.0,0.0,0.0,0.91,0.0,-0.12,0.0,0.0,0.0,-0.36,1.07,0.6,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679,0.027,0.698,1.578,1.825
621,-33.040892313125,POSCAR33302,0.0,0.0,0.0,-0.49,0.56,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,0.0,0.35,0.65,0.0,0.0,0.0,0.0,-0.15,0.0,0.296,0.04,0.513,1.128,1.918
622,-32.46952406875,POSCAR33305,0.0,-0.33,0.0,0.0,0.52,0.0,-0.63,0.54,0.0,0.0,-0.69,0.0,0.0,-0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518,0.111,0.809,1.523,1.831
623,-33.013055381875,POSCAR33335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.08,-0.71,0.0,0.0,-0.18,0.0,0.0,0.35,0.0,0.0,-0.65,0.388,0.094,0.794,1.128,1.811
624,-32.888642301875,POSCAR33396,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,-0.55,0.0,0.0,0.0,0.0,-0.75,-0.52,0.0,0.35,0.0,0.0,0.0,0.45,0.519,0.063,0.768,1.24,1.897
625,-32.969015184375,POSCAR33401,0.0,0.0,0.0,0.0,0.0,-1.15,0.74,1.06,-0.96,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.357,0.124,0.515,2.108,1.906
626,-9999.0,POSCAR33418,0.0,0.0,-0.17,0.0,0.5,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.08,-0.71,0.0,0.0,-0.46,0.0,0.0,0.0,0.0,0.553,0.0,0.942,1.458,1.88
627,-32.78465923375,POSCAR33441,0.0,0.0,0.0,0.39,-0.52,0.0,0.0,0.13,0.0,-0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.282,0.019,0.638,1.486,1.974
628,-32.0195818825,POSCAR33443,0.0,0.0,0.0,0.08,-0.71,0.0,0.0,0.0,0.0,-1.1,0.0,0.46,0.61,0.0,0.0,0.0,0.0,0.0,0.0,-0.53,0.0,0.621,0.142,0.805,1.608,1.814
629,-32.618253455625,POSCAR33576,0.0,0.64,0.0,0.0,0.0,-0.49,0.0,1.12,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,0.1,0.0,0.65,0.096,0.479,1.504,1.824
630,-32.83009113625,POSCAR33580,0.0,-0.33,0.0,0.0,0.41,0.0,0.0,0.0,-0.54,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.36,0.14,0.607,0.096,0.592,1.021,1.836
631,-33.106617724375,POSCAR33612,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,-0.77,-1.08,0.0,-0.6,0.0,0.0,0.0,-0.09,0.0,0.0,0.248,0.011,0.624,1.592,1.922
632,-32.88123409375,POSCAR33620,0.0,0.0,0.0,0.0,0.5,0.59,0.0,-0.84,0.47,0.0,0.83,0.0,0.0,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.522,0.089,0.699,1.505,1.912
633,-32.9887477975,POSCAR33656,0.0,0.0,0.47,0.0,0.0,0.0,-0.92,0.0,0.54,0.0,0.78,-0.14,0.0,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.154,0.613,1.471,1.859
634,-33.161170725,POSCAR33698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,0.84,-0.89,0.93,0.0,0.0,0.14,0.0,0.0,0.0,0.24,0.0,0.184,0.064,0.631,1.564,1.896
635,-32.61310195875,POSCAR33714,0.0,0.0,0.19,0.22,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.47,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.0,0.684,1.293,1.837
636,-32.65244025375,POSCAR33767,0.0,0.0,0.0,0.0,0.61,-0.58,0.0,0.48,0.33,0.09,0.0,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.598,0.065,0.489,1.211,1.843
637,-32.383546756875,POSCAR33845,0.0,0.0,0.36,-0.15,0.74,0.0,0.0,0.0,0.27,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.862,0.039,0.595,1.182,1.815
638,-32.8962156775,POSCAR33887,0.0,0.0,0.0,0.29,0.0,0.77,0.0,-0.64,0.0,0.0,0.0,-0.66,0.0,0.0,0.92,0.0,0.0,0.0,-0.1,0.0,0.0,0.272,0.112,0.797,1.542,1.905
639,-32.12056290625,POSCAR33942,-0.07,0.0,0.0,0.0,-0.81,0.65,-0.37,-0.81,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.897,0.066,0.505,1.373,1.864
640,-32.47292773,POSCAR33974,0.0,0.26,-0.46,0.0,0.0,0.0,0.97,-0.99,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.711,0.164,0.636,1.613,1.834
641,-32.610300426875,POSCAR34029,0.0,0.0,-0.26,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,-0.41,0.0,0.0,0.0,0.0,0.0,-0.28,0.0,-0.54,0.85,0.0,0.613,0.238,0.571,1.21,1.802
642,-32.98126800875,POSCAR34045,0.0,0.0,0.0,0.0,0.28,-0.79,0.0,0.91,0.0,0.0,-0.45,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,-0.35,0.39,0.09,0.648,1.473,1.894
643,-32.535122596875,POSCAR34066,0.0,0.35,0.0,0.0,0.0,-0.52,-0.74,1.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,0.0,0.645,0.221,0.772,1.823,1.863
644,-31.71251944375,POSCAR34082,0.0,0.06,0.0,0.0,0.53,0.0,1.06,0.0,0.0,0.0,-0.93,0.65,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.056,0.238,1.174,1.646,1.873
645,-33.084516755,POSCAR34158,0.0,-0.41,0.36,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,-0.15,0.84,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.298,0.076,0.642,1.1,1.877
646,-32.38665919,POSCAR34176,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.77,-1.03,0.87,0.0,0.0,0.0,-0.69,0.57,0.0,0.0,0.0,0.0,0.445,0.005,0.875,1.807,1.811
647,-32.94434063625,POSCAR34207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.21,0.0,0.91,0.0,-0.55,0.0,0.0,0.0,0.42,-0.28,0.0,0.241,0.108,0.738,1.467,1.904
648,-32.9373876625,POSCAR34327,0.0,-0.26,0.35,0.0,-0.38,0.52,-0.36,0.0,0.0,0.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.082,0.365,0.918,1.87
649,-30.86377355,POSCAR34349,0.0,0.0,0.0,0.05,-1.05,0.0,-0.61,0.0,-0.14,1.07,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.157,0.851,1.64,1.826
650,-9999.0,POSCAR34362,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.56,0.0,0.0,0.0,0.3,1.18,0.69,-0.28,0.0,0.0,0.0,0.0,0.328,0.036,1.074,1.541,1.809
651,-32.81621019125,POSCAR34406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,-0.29,0.0,0.0,0.0,0.64,0.0,-0.24,-0.69,0.66,0.0,0.381,0.177,0.569,1.215,1.88
652,-32.71219439875,POSCAR34414,0.0,0.0,0.0,0.0,0.82,0.61,0.0,-0.65,0.0,0.0,0.29,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.598,0.085,0.317,1.32,1.903
653,-32.82257638625,POSCAR34417,-0.7,0.0,0.31,0.26,0.0,-0.35,0.0,0.0,0.7,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,0.072,0.475,1.181,1.839
654,-32.861422420625,POSCAR34502,0.0,0.0,0.0,-0.17,0.0,0.0,-1.19,0.0,0.77,0.41,0.0,0.0,0.0,0.0,0.42,-0.38,0.0,0.0,0.0,0.0,0.0,0.376,0.193,0.653,1.59,1.887
655,-32.65703743125,POSCAR34508,-0.19,-0.38,0.0,0.0,0.0,-0.99,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.45,0.0,0.564,0.169,0.501,1.356,1.821
656,-33.102810543125,POSCAR34556,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.91,-0.15,-0.75,0.0,0.0,0.0,-0.06,0.0,0.0,0.262,0.007,0.816,1.414,1.865
657,-32.989734274375,POSCAR34603,0.0,0.0,-0.26,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.7,0.0,-0.17,0.36,0.0,0.0,0.0,0.0,0.39,0.596,0.058,0.733,1.014,1.87
658,-32.8309850775,POSCAR34647,0.0,0.0,0.0,0.0,0.0,-0.83,-0.2,0.67,0.0,0.0,0.0,0.0,-0.14,0.41,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.402,0.157,0.664,1.481,1.91
659,-33.089257146875,POSCAR34668,0.0,0.0,0.0,0.0,0.0,-0.69,0.53,0.0,0.0,0.0,0.0,0.0,0.53,0.29,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.463,0.113,0.585,1.331,1.897
660,-33.16437844125,POSCAR34698,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,-1.2,-0.38,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26,0.15,0.013,0.634,1.498,1.902
661,-32.89356061875,POSCAR34705,0.0,0.0,0.0,0.0,0.0,0.51,0.16,0.23,-1.06,0.0,0.0,0.0,-0.77,0.0,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,0.599,0.105,0.624,1.452,1.862
662,-32.695271218125,POSCAR34708,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.62,-0.83,0.0,0.0,0.0,0.27,-0.11,0.0,0.0,0.0,0.0,-0.36,0.0,0.685,0.097,0.815,1.158,1.865
663,-33.199294311875,POSCAR34778,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,-1.11,-0.96,0.0,-0.16,0.0,0.0,0.0,-0.29,0.0,0.0,0.208,0.035,0.56,1.531,1.926
664,-32.738401211875,POSCAR34890,0.0,0.0,0.0,0.0,0.0,-0.9,0.49,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.35,0.27,0.704,0.189,0.607,1.334,1.877
