number,E,index,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,displ_Bi,displ_Fe,displ_O,norm,min_d
0,-32.625061149375,POSCAR6525,0.24,0.0,0.0,0.0,0.0,-0.57,0.0,0.25,0.0,-0.31,0.0,0.0,-0.37,0.0,0.0,-1.08,0.0,0.0,0.0,0.0,0.0,0.444,0.104,0.828,1.358,1.902
1,-32.058297945,POSCAR6527,-0.25,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.62,0.0,0.35,0.42,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,0.056,1.065,1.499,1.914
2,-32.9958508875,POSCAR6570,0.23,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,0.63,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.34,0.561,0.125,0.66,1.195,1.878
3,-32.688107603125,POSCAR6625,0.0,0.0,0.0,0.0,0.46,0.29,-0.13,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,0.0,0.26,0.0,0.386,0.076,0.824,1.25,1.882
4,-32.12330611375,POSCAR6659,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11,0.9,-0.15,1.2,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.96,1.986,1.94
5,-32.83884635,POSCAR6686,0.0,-0.49,0.0,0.29,0.0,0.0,0.0,-0.12,0.0,0.0,-0.14,0.0,-0.62,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.017,0.926,1.239,1.864
6,-32.900802455625,POSCAR6794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-0.29,0.97,0.0,0.84,0.0,0.0,-0.36,0.0,0.33,0.0,0.0,0.417,0.049,0.627,1.417,1.803
7,-32.61132994125,POSCAR6821,0.0,0.0,0.0,0.0,-0.28,0.0,-0.76,0.0,0.0,0.77,1.17,-0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.671,0.194,0.986,1.822,1.919
8,-32.85855722,POSCAR6843,0.0,0.0,0.0,-0.11,0.0,0.0,0.69,0.42,-0.57,0.0,0.0,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,-0.58,0.0,0.0,0.657,0.149,0.296,1.167,1.899
9,-32.8542846775,POSCAR6848,0.0,0.0,0.0,0.17,0.0,-0.45,0.0,0.0,0.75,0.0,0.0,0.0,0.31,0.0,0.0,0.0,-0.28,0.0,0.0,0.0,0.2,0.516,0.084,0.44,1.004,1.852
10,-31.094863625,POSCAR6863,0.0,0.63,0.0,0.0,-1.01,-0.35,0.0,0.0,0.0,0.0,-0.25,0.38,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956,0.078,0.629,1.399,1.845
11,-32.68308576625,POSCAR6965,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,-0.13,-1.06,0.0,0.0,-0.55,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.379,0.05,0.83,1.294,1.837
12,-32.60619346625,POSCAR6975,0.0,0.0,-0.43,0.0,0.47,0.0,-0.53,0.0,0.55,0.0,0.0,0.0,0.0,0.0,-1.07,0.0,0.0,0.11,0.0,0.0,0.0,0.502,0.066,0.938,1.465,1.853
13,-32.45047502875,POSCAR6986,0.0,-0.37,0.59,0.0,0.0,0.0,-0.16,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,-0.14,0.0,0.85,0.0,0.0,0.634,0.109,0.842,1.353,1.802
14,-32.9101086075,POSCAR7058,-0.53,0.14,0.82,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,-1.14,0.0,0.0,-0.42,0.0,0.0,0.0,0.0,0.0,0.361,0.027,0.887,1.569,1.837
15,-32.712387515,POSCAR7065,0.0,0.0,0.0,0.0,0.18,0.36,0.0,0.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.42,-0.74,-0.52,0.0,0.0,0.0,0.0,0.509,0.063,0.564,1.125,1.889
16,-31.214718914375,POSCAR7120,0.1,0.83,0.0,0.0,-0.59,0.0,0.0,0.0,0.0,-0.69,0.0,0.0,0.0,-0.85,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.863,0.0,1.1,1.512,1.802
17,-33.0210169025,POSCAR7126,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,-0.47,0.0,0.38,0.0,0.0,0.42,0.0,0.0,-0.33,0.0,0.402,0.089,0.459,0.997,1.852
18,-32.662365806875,POSCAR7283,0.41,0.0,0.31,0.0,0.0,1.12,0.0,-1.1,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.326,0.146,1.052,1.932,1.805
19,-32.651457790625,POSCAR7347,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.1,0.99,0.52,0.0,0.0,0.0,0.0,-0.23,0.0,0.766,0.081,0.706,1.371,1.895
20,-9999.0,POSCAR7438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,0.0,0.76,0.0,0.98,0.0,-1.11,0.17,0.0,0.27,0.0,0.0,0.0,0.296,0.047,0.971,1.709,1.875
21,-32.619284515,POSCAR7443,0.0,0.0,-0.6,0.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.68,-0.69,-0.64,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.562,0.002,0.838,1.425,1.83
22,-32.98816645375,POSCAR7467,0.0,0.0,0.0,0.0,-0.48,0.0,0.0,0.0,0.0,0.45,0.0,0.59,0.0,-0.33,0.0,0.0,-0.09,-0.29,0.0,0.0,0.0,0.468,0.051,0.508,0.991,1.849
23,-9999.0,POSCAR7471,0.0,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,0.0,0.7,-0.61,0.73,0.0,0.0,-0.91,0.12,0.0,0.0,0.0,0.0,0.0,0.413,0.001,1.033,1.623,1.899
24,-33.0240408225,POSCAR7478,0.0,0.0,0.0,0.0,0.0,1.02,-0.62,-0.52,0.0,0.67,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.399,0.128,0.672,1.487,1.898
25,-32.98133441125,POSCAR7482,0.19,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,0.0,0.0,-1.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.36,0.0,0.456,0.097,0.795,1.33,1.81
26,-32.713528844375,POSCAR7500,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,-0.33,-0.09,0.0,0.0,0.0,0.0,-0.47,0.0,0.0,0.0,0.56,-0.74,0.0,0.567,0.23,0.532,1.47,1.854
27,-32.801100368125,POSCAR7546,0.0,-0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.91,1.03,-0.26,0.06,0.0,0.0,0.0,0.0,0.453,0.002,0.847,1.664,1.825
28,-32.182005239375,POSCAR7579,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,-0.88,0.0,0.0,1.0,-1.05,0.34,0.61,0.346,0.811,1.766,1.805
29,-32.07909207875,POSCAR7758,-0.98,1.17,0.0,0.61,0.0,-1.08,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.599,0.151,1.006,2.374,1.814
30,-32.799947575,POSCAR7811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.76,0.0,0.53,0.0,0.2,0.0,-0.69,0.0,0.07,0.508,0.084,0.587,1.273,1.854
31,-31.0978570275,POSCAR7865,0.0,0.2,0.0,-0.36,-0.86,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,-0.22,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.016,0.77,1.499,1.833
32,-32.1028076575,POSCAR7988,-0.63,0.0,0.0,0.0,0.0,-0.2,-0.3,0.0,0.61,1.15,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.051,1.197,1.603,1.863
33,-32.12948907375,POSCAR8002,0.0,-0.31,0.0,0.0,0.0,0.0,0.38,0.0,0.0,-0.97,0.91,-1.1,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.477,0.085,1.056,1.926,1.851
34,-32.367275065,POSCAR8015,0.0,0.0,-0.13,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,0.0,-0.68,0.33,0.0,0.22,0.0,0.0,0.614,0.027,0.732,1.166,1.83
35,-32.7408775825,POSCAR8022,0.0,-0.54,0.0,0.0,0.0,0.0,-1.03,0.33,0.42,0.0,0.0,0.0,-0.27,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.503,0.169,0.627,1.313,1.819
36,-32.91460256875,POSCAR8048,0.0,-0.74,0.0,0.0,0.0,0.33,0.0,0.0,-0.25,0.56,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.471,0.074,0.656,1.096,1.84
37,-33.318938465625,POSCAR8051,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,-0.54,1.08,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.15,0.264,0.008,0.574,1.38,1.886
38,-33.06855627125,POSCAR8082,0.19,-0.69,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.23,-0.22,0.462,0.099,0.601,0.976,1.841
39,-32.38140209875,POSCAR8115,0.0,0.0,0.0,0.0,0.0,-0.44,0.52,0.0,0.26,0.0,0.0,0.0,0.41,-0.25,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.492,0.11,0.938,1.32,1.891
40,-32.66239658125,POSCAR8164,0.0,0.0,0.0,0.0,0.0,-0.93,0.27,0.0,0.61,0.25,-0.98,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.608,0.15,0.804,1.587,1.907
41,-32.634706595625,POSCAR8259,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,0.0,-0.28,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.46,-0.38,0.34,0.48,0.151,0.852,1.283,1.902
42,-32.963083648125,POSCAR8260,0.45,-0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.76,0.0,0.0,0.75,0.53,0.0,-0.35,0.0,0.0,0.0,0.0,0.277,0.0,0.62,1.39,1.904
43,-32.18242494,POSCAR8314,0.0,0.0,0.0,0.0,0.0,0.0,0.82,-0.18,0.0,0.0,0.0,0.0,-0.48,-0.67,0.66,0.0,-0.13,0.0,0.0,0.0,0.0,0.659,0.172,1.015,1.355,1.909
44,-33.036260565,POSCAR8346,0.0,0.0,0.0,0.0,-0.13,0.0,0.45,-0.4,0.0,0.0,0.0,0.0,1.08,0.14,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.42,0.09,0.592,1.302,1.855
45,-32.912380700625,POSCAR8421,0.24,-0.81,0.0,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,0.0,-0.64,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,0.459,0.0,0.609,1.186,1.866
46,-32.36765340125,POSCAR8503,0.0,0.0,0.0,0.0,0.0,0.0,-1.08,-0.48,0.89,0.0,-0.12,0.0,0.0,-0.08,-1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.557,0.192,0.924,1.886,1.896
47,-32.879966775,POSCAR8507,0.0,0.0,0.0,-0.86,0.89,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.82,0.0,0.0,0.19,-0.16,0.0,0.0,0.0,0.0,0.486,0.001,0.277,1.64,1.939
48,-32.507527724375,POSCAR8674,0.59,0.0,0.4,0.0,0.0,-0.35,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,-0.07,0.61,0.032,0.565,1.081,1.808
49,-32.138865160625,POSCAR8677,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.99,0.2,0.0,0.0,-0.42,0.0,0.1,0.549,0.051,0.696,1.568,1.826
50,-32.437995449375,POSCAR8734,0.0,0.0,0.0,0.0,0.0,0.89,0.0,-0.73,0.0,0.0,0.18,-0.19,0.0,0.0,0.0,-0.73,0.0,-0.72,0.0,0.0,0.0,0.47,0.161,0.595,1.564,1.821
51,-32.59501079875,POSCAR8776,-0.77,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,-0.53,0.0,0.0,0.0,0.44,-0.38,0.0,0.467,0.132,0.758,1.151,1.834
52,-32.74928547625,POSCAR8785,-0.49,0.0,0.0,0.23,0.0,0.0,1.09,0.0,-0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,-0.2,0.525,0.157,0.576,1.59,1.834
53,-33.0070723975,POSCAR8814,0.67,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,-0.59,0.0,0.0,0.14,0.0,0.0,-0.37,0.406,0.043,0.586,1.095,1.835
54,-33.17313012,POSCAR8858,0.0,0.0,-0.19,0.0,0.0,-0.78,0.0,0.41,0.33,-0.62,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262,0.115,0.714,1.389,1.91
55,-32.86633524375,POSCAR8863,0.0,0.0,0.0,0.0,0.0,0.62,-0.89,0.0,0.0,0.0,-0.33,0.0,1.02,0.18,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.553,0.141,0.76,1.541,1.954
56,-30.77456735875,POSCAR8879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.58,0.64,0.0,-1.12,0.23,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.01,0.874,1.601,1.827
57,-30.8645697,POSCAR8925,0.0,0.0,0.0,-0.93,0.0,-0.19,0.35,-0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.892,0.118,0.431,1.341,1.804
58,-32.748796730625,POSCAR8937,0.96,-1.02,0.64,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.493,0.005,0.664,1.702,1.81
59,-32.854369099375,POSCAR8946,0.0,0.0,0.0,0.0,-0.33,0.32,-0.39,0.0,0.0,-0.18,0.0,0.0,0.0,-0.66,0.0,0.0,-0.53,0.0,0.0,0.0,0.0,0.499,0.063,0.459,1.055,1.931
60,-33.057146805,POSCAR8997,-0.71,0.0,0.0,0.0,0.0,0.34,-0.9,0.0,0.51,0.0,0.0,-0.88,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.112,0.592,1.615,1.851
61,-32.967407245,POSCAR9058,0.0,0.0,0.42,0.0,0.0,0.0,0.69,-0.42,-0.06,-0.22,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.402,0.124,0.693,1.136,1.856
62,-32.866237333125,POSCAR9185,0.32,0.0,0.0,0.0,-0.32,0.0,0.0,0.53,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.58,0.0,0.0,0.22,0.0,0.0,0.54,0.082,0.526,0.959,1.871
63,-32.846695534375,POSCAR9203,0.0,0.0,0.0,0.0,0.0,0.33,-0.59,0.0,-0.14,0.0,0.0,0.0,0.0,-0.61,0.41,0.0,0.53,0.0,0.0,0.0,0.0,0.618,0.113,0.661,1.139,1.914
64,-33.075023230625,POSCAR9215,-0.11,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.13,0.0,0.0,-1.18,-1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.575,0.028,0.572,1.698,1.824
65,-32.6900611775,POSCAR9254,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.19,-0.81,0.0,0.0,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.768,0.1,0.555,1.191,1.846
66,-31.50065449625,POSCAR9255,0.0,0.0,0.0,0.0,1.04,0.0,0.0,-0.11,0.0,-0.72,0.0,-0.24,-0.52,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.726,0.016,0.99,1.703,1.91
67,-32.61716744625,POSCAR9389,0.0,0.0,0.0,0.0,0.0,0.72,-0.5,-0.11,0.0,0.0,0.0,0.4,0.0,0.23,-1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.107,0.905,1.419,1.92
68,-33.06291979,POSCAR9454,-0.15,0.0,0.0,0.0,0.0,-0.19,0.72,0.0,-0.21,0.0,0.0,0.0,0.0,0.33,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.389,0.115,0.646,1.361,1.903
69,-32.48034609375,POSCAR9467,0.0,0.0,0.75,0.0,0.0,-0.23,-0.7,0.77,0.0,0.0,-0.85,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.142,0.694,1.563,1.821
70,-32.42052419875,POSCAR9494,-0.63,0.0,0.0,0.0,0.0,0.78,-0.8,0.0,0.0,0.0,-0.07,0.0,0.08,-1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691,0.136,0.784,1.746,1.881
71,-32.933697613125,POSCAR9554,0.0,0.0,0.44,0.0,0.0,0.0,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.31,-0.19,-0.36,0.614,0.128,0.54,0.895,1.812
72,-32.57916808625,POSCAR9601,0.0,0.0,0.0,-0.49,0.0,0.0,0.0,0.0,0.0,0.16,-0.88,0.28,0.0,-0.33,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.334,0.004,0.766,1.3,1.936
73,-32.920790686875,POSCAR9610,0.0,0.0,0.0,0.0,0.25,0.0,-0.45,0.0,0.0,0.0,-1.04,0.44,-0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.597,0.101,0.396,1.512,1.893
74,-32.826430701875,POSCAR9687,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,-0.78,-0.41,0.0,0.0,-0.72,-0.23,0.0,0.0,0.0,0.62,0.324,0.031,0.787,1.318,1.894
75,-32.290277835,POSCAR9693,0.66,0.0,-0.2,-0.65,0.59,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.518,0.018,1.009,1.634,1.869
76,-32.75899609125,POSCAR9810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.93,0.0,-0.5,0.0,0.0,0.0,0.0,-0.37,-0.1,-0.14,0.0,0.45,0.331,0.043,0.76,1.218,1.825
77,-33.02860453375,POSCAR9855,0.26,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.8,0.0,0.0,-0.1,0.0,0.0,0.25,0.0,0.229,0.067,0.623,1.341,1.921
78,-32.726621861875,POSCAR9925,0.0,0.0,-0.4,0.0,-0.12,1.17,0.0,-0.98,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.563,0.179,0.41,1.669,1.84
79,-32.388462973125,POSCAR9984,0.0,0.0,0.0,0.49,-0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,-0.23,0.0,0.0,1.01,-1.09,0.0,0.677,0.35,0.692,1.802,1.822
80,-33.096707935,POSCAR10020,-0.31,0.0,0.35,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.93,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.531,1.593,1.881
81,-32.907910996875,POSCAR10040,0.0,0.0,0.0,0.0,0.0,0.69,0.0,-0.78,0.0,0.0,0.0,0.0,-0.29,0.0,-0.18,-0.58,0.0,0.0,0.0,0.0,-0.16,0.206,0.087,0.529,1.25,1.905
82,-33.12146230875,POSCAR10062,-0.15,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,-0.83,0.81,-0.82,0.0,0.0,0.0,0.0,0.0,-0.38,0.0,0.0,0.374,0.071,0.53,1.497,1.904
83,-32.903382131875,POSCAR10101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-0.59,0.0,0.0,0.0,0.43,0.0,0.0,0.0,-0.3,0.55,-0.13,0.0,0.556,0.101,0.62,1.035,1.877
84,-32.63774263375,POSCAR10155,0.0,0.0,0.0,0.0,0.0,0.92,0.0,-1.04,0.0,0.0,0.0,1.13,0.6,0.0,0.31,0.0,-0.71,0.0,0.0,0.0,0.0,0.493,0.106,0.664,2.041,1.867
85,-32.241486326875,POSCAR10180,0.0,0.0,0.0,0.0,0.59,0.0,-1.0,0.0,0.28,0.0,0.0,0.63,0.77,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,1.02,0.199,0.744,1.57,1.885
86,-32.28896813375,POSCAR10223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.99,-0.67,-0.92,0.21,0.0,0.0,0.71,0.0,0.0,0.3,0.457,0.124,0.905,1.707,1.832
87,-32.9897269875,POSCAR10235,0.0,0.0,0.0,0.0,0.11,0.0,-0.23,0.0,0.0,-0.52,0.59,0.0,0.0,-0.99,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.052,0.81,1.302,1.931
88,-32.993019365,POSCAR10288,0.0,0.0,0.0,0.0,0.0,0.0,-0.71,0.29,0.0,0.0,0.19,0.0,0.0,0.84,0.27,0.0,-0.31,0.0,0.0,0.0,0.0,0.558,0.141,0.585,1.224,1.904
89,-32.552569918125,POSCAR10307,-0.21,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,-0.16,0.0,0.0,0.76,0.0,-0.16,0.0,0.0,0.0,0.0,0.464,0.0,1.071,1.165,1.825
90,-32.638013869375,POSCAR10314,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-0.21,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.68,0.42,0.0,0.3,0.0,0.0,0.431,0.078,0.852,1.175,1.84
91,-32.5707270075,POSCAR10349,0.0,0.0,0.0,0.53,0.0,0.77,0.61,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,-0.33,0.622,0.203,0.698,1.681,1.878
92,-32.524261590625,POSCAR10358,-0.41,0.0,-0.3,0.0,-0.42,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.708,0.047,0.572,0.941,1.835
93,-32.550614675,POSCAR10403,0.16,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.65,-1.06,0.0,0.0,0.28,0.0,0.64,0.0,0.0,0.0,0.432,0.112,0.633,1.482,1.811
94,-32.81116266875,POSCAR10451,0.0,0.0,0.46,0.0,-0.37,-0.15,0.0,0.0,-0.58,0.0,0.0,0.0,0.0,0.39,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.11,0.456,1.094,1.819
95,-32.66507336125,POSCAR10487,-0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,-0.77,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,-0.29,0.32,0.0,0.661,0.113,0.678,1.182,1.804
96,-30.28643041,POSCAR10505,0.0,0.22,0.0,0.0,-1.05,0.0,-1.04,-0.05,0.0,0.0,-0.81,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.267,0.238,1.212,1.723,1.825
97,-32.62433882375,POSCAR10514,0.44,0.0,-0.71,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.25,0.0,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.404,0.0,0.705,1.459,1.823
98,-32.722775849375,POSCAR10555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,-1.1,1.06,0.0,-0.59,0.0,0.0,0.0,0.0,0.39,-0.22,0.0,0.63,0.146,0.778,1.821,1.884
99,-32.6687711475,POSCAR10575,0.0,0.0,0.0,0.0,0.0,0.0,0.53,-0.21,0.0,0.0,0.0,-0.46,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.48,-0.37,0.598,0.224,0.726,1.013,1.822
100,-32.931089745,POSCAR10665,0.0,-0.23,0.5,0.0,-0.47,0.0,0.0,0.34,0.0,0.0,0.45,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501,0.049,0.554,1.107,1.842
101,-32.940946033125,POSCAR10671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,0.0,0.18,-0.66,-1.18,-0.69,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.273,0.037,0.743,1.559,1.886
102,-32.954604945,POSCAR10672,0.0,-0.34,0.0,0.0,0.0,0.99,0.0,-1.0,0.0,0.75,0.72,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.126,0.87,1.904,1.865
103,-32.856266260625,POSCAR10710,0.0,0.0,0.0,-0.25,0.62,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.31,0.0,0.16,0.0,-0.63,0.0,0.0,0.554,0.076,0.46,1.126,1.902
104,-32.383270714375,POSCAR10717,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,-1.1,0.0,0.0,0.0,0.59,0.0,0.0,0.86,0.0,0.1,0.27,0.0,0.0,0.539,0.068,0.826,1.686,1.848
105,-32.813931551875,POSCAR10748,-0.68,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,-0.32,0.4,0.42,0.0,0.0,0.0,0.0,0.0,0.385,0.003,0.906,1.066,1.85
106,-32.70465291625,POSCAR10790,0.96,-0.64,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,-0.52,0.0,0.78,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.334,0.025,0.974,1.63,1.893
107,-32.879202278125,POSCAR10802,0.0,0.0,0.0,0.0,0.07,0.0,-0.48,0.0,0.51,0.51,0.0,0.0,0.0,0.0,0.0,-0.61,-0.53,0.0,0.0,0.0,0.0,0.374,0.059,0.58,1.187,1.923
108,-32.77071723625,POSCAR10821,-0.13,0.0,0.0,-0.23,0.0,-0.22,0.0,0.0,0.8,0.0,0.0,0.0,0.5,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.088,0.708,1.175,1.848
109,-32.74041646125,POSCAR11037,-0.32,0.0,0.0,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,-0.12,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.61,-0.37,0.0,0.498,0.127,0.6,1.195,1.839
110,-32.7519944875,POSCAR11094,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,0.0,0.0,0.12,-0.57,0.0,0.0,0.49,-0.32,0.0,0.0,0.384,0.094,0.727,1.044,1.812
